,5d_spread_change,10d_spread_change,15d_spread_change,20d_spread_change,10d_act_price_exp_mva,-1d_corr_act_price_def_OI,-1d_corr_def_price_def_OI,10d_spread_std_divided_by_std,10d_current_price,1d_z_diff_act_price_def_price,-1d_corr_act_price_def_volume,-1d_corr_def_price_def_volume,10d_current_spread,-1d_std,-1d_corr_act_price_def_price,-1d_corr_act_OI_def_volume,-1d_corr_act_OI_def_OI,-1d_corr_def_volume_def_OI,-1d_corr_def_OI_spread,-1d_corr_def_volume_spread,1d_z_diff_act_price_def_OI,-1d_corr_act_volume_def_volume,-1d_corr_act_volume_def_OI,-1d_corr_act_price_act_OI,1d_z_diff_act_volume_act_OI,10d_def_volume_exp_mva,-1d_corr_act_OI_spread,-1d_corr_def_price_spread
t_value,0.2582763618091611,0.44526098006530423,1.1397052483604022,1.2876702200212677,1.116356086823566,-0.48547433707113957,-0.5251512495429835,0.14877723540492174,-0.13353750321080127,-1.673466001634557,-0.4515276986290664,-0.4708043212446852,0.5050362589137114,0.7537428887451547,0.4375666999035801,0.3077808492496188,0.1239800847842098,-0.3759829751536691,2.015209859848976,1.6144216792841892,1.2956639343919067,0.23072674340878663,0.7155712465303481,-0.6712296073667566,1.1492814134208855,-1.1590273098795993,-0.24614280073228587,1.5144612256015024
p_value,0.7999518156921471,0.6629384732092773,0.2735337458815352,0.21874005281612136,0.2830641415139664,0.634849326820251,0.6076951548284644,0.8838511903231729,0.8956688587707898,0.1164227017031134,0.6585249429740305,0.645031934312854,0.6213899155654135,0.463492674365904,0.6683752133180696,0.7627803851443113,0.9030934972816657,0.7125656098168902,0.06350050920609698,0.1287412012382299,0.21604718228251782,0.8208647246776895,0.48602011657191024,0.5129976485958354,0.2696961540423671,0.2658327708742949,0.8091438418291287,0.15215582798766847
